700.0000	108.083
699.0000	107.998
698.0000	107.936
697.0000	107.914
696.0000	107.86
695.0000	107.804
694.0000	107.681
693.0000	107.58
692.0000	107.508
691.0000	107.413
690.0000	107.314
689.0000	107.192
688.0000	107.072
687.0000	106.913
686.0000	106.811
685.0000	106.712
684.0000	106.718
683.0000	106.69
682.0000	106.672
681.0000	106.57
680.0000	106.531
679.0000	106.469
678.0000	106.353
677.0000	106.093
676.0000	105.818
675.0000	105.482
674.0000	105.174
673.0000	104.817
672.0000	104.438
671.0000	103.982
670.0000	103.549
669.0000	103.101
668.0000	102.665
667.0000	102.149
666.0000	101.579
665.0000	100.981
664.0000	100.278
663.0000	99.5612
662.0000	98.7148
661.0000	97.8673
660.0000	96.9289
659.0000	95.9404
658.0000	94.8683
657.0000	93.7577
656.0000	92.5356
655.0000	91.1449
654.0000	89.7158
653.0000	88.0731
652.0000	86.4108
651.0000	84.5538
650.0000	82.6298
649.0000	80.4751
648.0000	78.254
647.0000	75.914
646.0000	73.4531
645.0000	70.783
644.0000	67.9593
643.0000	64.9888
642.0000	61.8586
641.0000	58.6106
640.0000	55.2368
639.0000	51.7419
638.0000	48.1343
637.0000	44.463
636.0000	40.7309
635.0000	36.9747
634.0000	33.2661
633.0000	29.5971
632.0000	26.0699
631.0000	22.6539
630.0000	19.4434
629.0000	16.4367
628.0000	13.7104
627.0000	11.2363
626.0000	9.04663
625.0000	7.15075
624.0000	5.55125
623.0000	4.22715
622.0000	3.14364
621.0000	2.28664
620.0000	1.61025
619.0000	1.11027
618.0000	0.750629
617.0000	0.495237
616.0000	0.319511
615.0000	0.200724
614.0000	0.124597
613.0000	0.0767228
612.0000	0.0467061
611.0000	0.0282828
610.0000	0.0181931
609.0000	0.0122195
608.0000	0.00898351
607.0000	0.00699706
606.0000	0.00599382
605.0000	0.00468502
604.0000	0.00387984
603.0000	0.00337155
602.0000	0.00321585
601.0000	0.00340731
600.0000	0.00327159
599.0000	0.00306212
598.0000	0.00272632
597.0000	0.00277203
596.0000	0.00265647
595.0000	0.00289469
594.0000	0.00268553
593.0000	0.00321677
592.0000	0.00279125
591.0000	0.00307848
590.0000	0.00221922
589.0000	0.00252926
588.0000	0.00283405
587.0000	0.00296989
586.0000	0.00263137
585.0000	0.00237336
584.0000	0.00204742
583.0000	0.00214281
582.0000	0.00294273
581.0000	0.00310303
580.0000	0.00298077
579.0000	0.00254391
578.0000	0.00256361
577.0000	0.00248553
576.0000	0.00277861
575.0000	0.00208536
574.0000	0.00178218
573.0000	0.00169514
572.0000	0.00221957
571.0000	0.00272332
570.0000	0.00302472
569.0000	0.00244669
568.0000	0.00302408
567.0000	0.00264431
566.0000	0.00252569
565.0000	0.00212913
564.0000	0.00231458
563.0000	0.00204538
562.0000	0.00253599
561.0000	0.00257738
560.0000	0.00244064
559.0000	0.00210037
558.0000	0.00221159
557.0000	0.00228149
556.0000	0.00296232
555.0000	0.00295354
554.0000	0.00169033
553.0000	0.00143519
552.0000	0.00107489
551.0000	0.00252153
550.0000	0.00288158
549.0000	0.00221157
548.0000	0.00182422
547.0000	0.00185185
546.0000	0.00191363
545.0000	0.00318838
544.0000	0.00356744
543.0000	0.00339992
542.0000	0.00287198
541.0000	0.00361579
540.0000	0.00431198
539.0000	0.00450622
538.0000	0.00451376
537.0000	0.00426562
536.0000	0.00540148
535.0000	0.00695433
534.0000	0.00847505
533.0000	0.0105573
532.0000	0.0135192
531.0000	0.0192541
530.0000	0.0253115
529.0000	0.0332392
528.0000	0.0443309
527.0000	0.0603351
526.0000	0.0798819
525.0000	0.107344
524.0000	0.142212
523.0000	0.186939
522.0000	0.244377
521.0000	0.316464
520.0000	0.410672
519.0000	0.522141
518.0000	0.661163
517.0000	0.829846
516.0000	1.03413
515.0000	1.27485
514.0000	1.55749
513.0000	1.88646
512.0000	2.26843
511.0000	2.71141
510.0000	3.22195
509.0000	3.78395
508.0000	4.41791
507.0000	5.11176
506.0000	5.88397
505.0000	6.74065
504.0000	7.68253
503.0000	8.70954
502.0000	9.82284
501.0000	11.0088
500.0000	12.28
499.0000	13.6254
498.0000	15.0683
497.0000	16.597
496.0000	18.2123
495.0000	19.9042
494.0000	21.7065
